Season,name,Team name,Minutes played,Games played,Goals,Assists,xG,xA,Shots,Key Passes,npg,npxG,Position,Penalty Taker
2022/2023,Mohamed Salah,Liverpool,3307,38,19,12,23.340063713490963,8.720245610922575,125,65,17,20.295387655496597,Midfielder,1
2022/2023,Callum Wilson,Newcastle United,1911,31,18,5,18.856768030673265,3.567963434383273,73,24,15,16.57326026633382,Forward,0
2022/2023,Marcus Rashford,Manchester United,2907,35,17,5,18.761760517954826,3.7354129292070866,108,31,17,18.761760517954826,Midfielder,0
2022/2023,Martin Odegaard,Arsenal,3203,37,15,7,9.137760860845447,9.209956639446318,93,77,15,9.137760860845447,Midfielder,0
2022/2023,Gabriel Martinelli,Arsenal,2851,36,15,5,10.538134384900331,9.349485490471125,79,59,15,10.538134384900331,Midfielder,0
2022/2023,Ollie Watkins,Aston Villa,3150,37,15,6,17.486295863986015,3.6740340031683445,85,30,14,15.963956996798515,Forward,1
2022/2023,Aleksandar Mitrovic,Fulham,2022,24,14,1,16.17901684064418,2.3344982340931892,93,15,10,10.089664130471647,Midfielder,0
2022/2023,Bukayo Saka,Arsenal,3216,38,14,11,11.300049655139446,7.0429807445034385,89,75,12,9.016541637480259,Midfielder,1
2022/2023,Rodrigo,Leeds,1955,31,13,1,8.572983920574188,2.298705962486565,67,16,12,7.811814919114113,Midfielder,0
2022/2023,Harvey Barnes,Leicester,2738,34,13,1,9.120478011667728,3.107304636389017,72,19,13,9.120478011667728,Midfielder,0
2022/2023,Roberto Firmino,Liverpool,1203,25,11,4,8.122956335544586,3.0548400916159153,39,21,11,8.122956335544586,Midfielder,0
2022/2023,Gabriel Jesus,Arsenal,2107,26,11,6,16.171134389936924,4.243733491748571,77,31,10,15.409974373877048,Midfielder,0
2022/2023,Phil Foden,Manchester City,1837,32,11,6,6.185852009803057,5.697479462251067,46,44,11,6.185852009803057,Midfielder,0
2022/2023,Miguel Almirón,Newcastle United,2550,34,11,2,8.727059464901686,2.9551383573561907,69,26,11,8.727059464901686,Midfielder,0
2022/2023,Son Heung-Min,Tottenham,2920,36,10,6,9.597895424813032,6.334341483190656,81,62,10,9.597895424813032,Midfielder,0
2022/2023,Alexander Isak,Newcastle United,1530,22,10,1,8.784851711243391,1.7707323329523206,51,15,8,7.262516763061285,Forward,1
2022/2023,James Maddison,Leicester,2485,30,10,9,8.489387180656195,7.773198906332254,85,69,9,6.967049431055784,Midfielder,0
2022/2023,Taiwo Awoniyi,Nottingham Forest,1426,27,10,1,8.0510318800807,1.02802275121212,35,10,10,8.0510318800807,Forward,0
2022/2023,Alexis Mac Allister,Brighton,2882,35,10,2,11.532242968678474,3.9281202014535666,86,47,4,6.965230006724596,Midfielder,1
2022/2023,Eberechi Eze,Crystal Palace,2657,38,10,4,6.831764040514827,4.619440779089928,70,57,9,6.070595199242234,Midfielder,1
2022/2023,Pascal Groß,Brighton,3261,37,9,8,5.954401790164411,11.246030485257506,40,80,9,5.954401790164411,Midfielder,0
2022/2023,James Ward-Prowse,Southampton,3378,38,9,4,5.408911099657416,6.058508426882327,44,72,7,2.3642341531813145,Midfielder,1
2022/2023,Bryan Mbeumo,Brentford,2991,38,9,8,10.100785619579256,7.65799580514431,71,52,8,9.339616828598082,Midfielder,0
2022/2023,Darwin Núñez,Liverpool,1702,29,9,3,14.374805428087711,5.6468874625861645,84,28,9,14.374805428087711,Midfielder,0
2022/2023,Julián Álvarez,Manchester City,1416,31,9,0,7.753276175819337,2.0468210969120264,47,18,8,6.992107159458101,Midfielder,0
2022/2023,Ilkay Gündogan,Manchester City,2369,31,8,4,7.842695340514183,3.444544769823551,54,37,8,7.081526502966881,Midfielder,0
2022/2023,Danny Ings,"Aston Villa,West Ham",1562,35,8,2,8.25754163786769,1.4635955430567265,42,15,6,6.735200669616461,Midfielder,0
2022/2023,Bruno Fernandes,Manchester United,3326,37,8,8,9.385456696152687,17.266709440387785,92,118,6,7.863118812441826,Midfielder,0
2022/2023,Leandro Trossard,"Arsenal,Brighton",2263,36,8,12,7.068454213440418,6.358577378094196,55,47,8,7.068454213440418,Midfielder,1
2022/2023,Brennan Johnson,Nottingham Forest,2952,38,8,3,8.266518421471119,3.7432961594313383,55,28,7,5.983012191951275,Midfielder,0
2022/2023,Granit Xhaka,Arsenal,3039,37,7,7,5.785433189943433,4.802904064767063,40,46,7,5.785433189943433,Midfielder,0
2022/2023,Kevin De Bruyne,Manchester City,2448,32,7,16,4.7582743894308805,16.31964398175478,65,97,7,4.7582743894308805,Midfielder,0
2022/2023,Wilfried Zaha,Crystal Palace,2308,27,7,2,7.797594489529729,2.760253319516778,66,26,7,6.275257470086217,Midfielder,0
2022/2023,Kai Havertz,Chelsea,2613,35,7,1,12.77656376361847,3.5748752877116203,71,38,6,12.015389770269394,Forward,0
2022/2023,Yoane Wissa,Brentford,1583,38,7,3,5.207585535943508,2.6399280801415443,32,13,7,5.207585535943508,Forward,1
2022/2023,Philip Billing,Bournemouth,2822,36,7,1,4.894198485650122,3.457261343486607,38,27,7,4.894198485650122,Midfielder,0
2022/2023,Dwight McNeil,Everton,2512,36,7,3,3.8712205197662115,7.44360885117203,46,51,7,3.8712205197662115,Midfielder,0
2022/2023,Diogo Jota,Liverpool,1132,22,7,4,6.437793597579002,1.7756053674966097,35,17,7,6.437793597579002,Midfielder,0
2022/2023,Kaoru Mitoma,Brighton,2306,33,7,5,9.245785741135478,7.035773795098066,52,40,7,9.245785741135478,Midfielder,0
2022/2023,Cody Gakpo,Liverpool,1483,21,7,2,6.5545395612716675,2.981710772961378,39,23,7,6.5545395612716675,Midfielder,1
2022/2023,Joelinton,Newcastle United,2677,32,6,1,6.252544686198235,3.116438364610076,51,26,6,6.252544686198235,Midfielder,0
2022/2023,Danny Welbeck,Brighton,1868,31,6,3,9.550176788121462,5.098056230694056,62,30,6,9.550176788121462,Forward,1
2022/2023,Anthony Martial,Manchester United,987,21,6,2,7.3281096909195185,1.7567607499659061,27,12,5,6.566943714395165,Midfielder,0
2022/2023,Raheem Sterling,Chelsea,1919,28,6,3,7.405153378844261,4.861129405908287,41,34,6,7.405153378844261,Midfielder,0
2022/2023,Dominic Solanke,Bournemouth,2874,33,6,7,9.317674346268177,3.9576231529936194,76,21,6,9.317674346268177,Midfielder,0
2022/2023,Jarrod Bowen,West Ham,3245,38,6,5,10.004229810088873,6.90739019960165,75,48,5,8.48189047165215,Forward,1
2022/2023,Said Benrahma,West Ham,2070,35,6,3,6.350573148578405,4.756499437615275,73,48,2,3.3058972023427486,Midfielder,0
2021/2022,Son Heung-Min,Tottenham,3051,35,23,7,16.992173068225384,7.846952574327588,86,73,23,16.992173068225384,Midfielder,0
2021/2022,Mohamed Salah,Liverpool,2757,35,23,13,24.364288866519928,9.790822226554155,139,62,18,19.79727490246296,Midfielder,1
2021/2022,Cristiano Ronaldo,Manchester United,2468,30,18,3,17.212831899523735,4.424962695688009,110,26,15,14.929328348487616,Midfielder,0
2021/2022,Harry Kane,Tottenham,3229,37,17,9,20.68507192377001,9.81828890554607,133,48,13,17.640392211265862,Midfielder,0
2021/2022,Sadio Mané,Liverpool,2833,34,16,2,16.82961556315422,5.269158905372024,98,39,16,16.82961556315422,Midfielder,0
2021/2022,Kevin De Bruyne,Manchester City,2214,30,15,8,5.9499644339084625,11.260171007364988,78,87,15,5.9499644339084625,Midfielder,0
2021/2022,Jamie Vardy,Leicester,1807,25,15,2,9.991950891911983,1.6055144965648651,54,18,15,9.991950891911983,Midfielder,0
2021/2022,Diogo Jota,Liverpool,2401,35,15,4,17.34798476099968,5.874588536098599,90,40,15,17.34798476099968,Midfielder,0
2021/2022,Wilfried Zaha,Crystal Palace,2762,33,14,1,10.184118073433638,4.893216146156192,69,46,9,4.855936596170068,Midfielder,0
2021/2022,Raheem Sterling,Manchester City,2119,30,13,5,15.778131879866123,5.0249252915382385,58,42,11,13.494622506201267,Midfielder,0
2021/2022,Ivan Toney,Brentford,2905,33,12,5,12.048585828393698,7.343530809506774,88,43,7,8.242776174098253,Midfielder,0
2021/2022,Jarrod Bowen,West Ham,3003,36,12,10,12.92943012341857,5.819746069610119,80,41,12,12.92943012341857,Forward,1
2021/2022,James Maddison,Leicester,2480,35,12,8,6.496711893007159,5.6742051569744945,72,48,12,6.496711893007159,Midfielder,0
2021/2022,Riyad Mahrez,Manchester City,1468,28,11,5,10.123590916395187,3.9328212067484856,61,40,7,6.317741796374321,Midfielder,0
2021/2022,Bukayo Saka,Arsenal,3034,38,11,7,9.905906103551388,7.6313808765262365,97,68,9,8.383569121360779,Midfielder,1
2021/2022,Teemu Pukki,Norwich,3278,37,11,3,11.44952037371695,4.062802174128592,71,27,8,9.166050033643842,Midfielder,0
2021/2022,Mason Mount,Chelsea,2367,32,11,10,8.522430308163166,7.21291824337095,76,58,10,7.7612572982907295,Midfielder,0
2021/2022,Raphinha,Leeds,2940,35,11,3,10.23054376989603,6.939143891446292,87,64,7,7.1858687195926905,Midfielder,0
2021/2022,Ollie Watkins,Aston Villa,2970,35,11,2,11.498160604387522,2.997610133141279,77,35,10,10.736988637596369,Forward,1
2021/2022,Michail Antonio,West Ham,2994,36,10,8,12.788629919290543,5.767140578478575,83,46,10,12.027457922697067,Midfielder,0
2021/2022,James Ward-Prowse,Southampton,3222,36,10,5,5.089495945721865,6.395678853616118,55,71,6,2.044821010902524,Midfielder,1
2021/2022,Bruno Fernandes,Manchester United,3135,36,10,6,9.285304862074554,8.811852657236159,89,88,10,7.762967492453754,Midfielder,0
2021/2022,Richarlison,Everton,2532,30,10,5,10.01377157587558,4.38378893956542,74,29,7,7.73029859084636,Midfielder,0
2021/2022,Emile Smith-Rowe,Arsenal,1928,33,10,2,5.36384779214859,3.033005226403475,40,30,10,5.36384779214859,Midfielder,0
2021/2022,Emmanuel Dennis,Watford,2612,33,10,6,7.006806670688093,3.959161562845111,60,33,10,7.006806670688093,Midfielder,0
2021/2022,Maxwel Cornet,Burnley,1790,26,9,1,6.714042469859123,1.7581321336328983,47,15,9,5.952873468399048,Midfielder,0
2021/2022,Phil Foden,Manchester City,2141,28,9,5,9.263244736939669,6.833732463419437,57,40,9,9.263244736939669,Midfielder,0
2021/2022,Ilkay Gündogan,Manchester City,1852,27,8,4,9.720699042081833,4.720962079241872,55,37,8,9.720699042081833,Midfielder,0
2021/2022,Callum Wilson,Newcastle United,1401,18,8,0,7.041790663264692,0.5302160959690809,35,10,6,5.519451602362096,Forward,0
2021/2022,Romelu Lukaku,Chelsea,1571,26,8,0,7.020434075966477,3.3627560660243034,43,24,7,6.2592600379139185,Midfielder,0
2021/2022,Said Benrahma,West Ham,2208,32,8,6,6.1550276800990105,4.772110963240266,63,32,8,6.1550276800990105,Midfielder,0
2021/2022,Neal Maupay,Brighton,2271,32,8,2,8.242076613008976,2.442604837939143,61,23,7,6.719737626612186,Midfielder,0
2021/2022,Bernardo Silva,Manchester City,2865,35,8,4,7.771977653726935,6.567136766389012,48,59,8,7.771977653726935,Midfielder,0
2021/2022,Kai Havertz,Chelsea,1829,29,8,3,10.670876573771238,2.567781189456582,56,21,8,10.670876573771238,Forward,0
2021/2022,Gabriel Jesus,Manchester City,1885,28,8,8,10.153561741113663,5.913651751354337,64,38,7,9.392391830682755,Midfielder,0
2021/2022,Leandro Trossard,Brighton,2830,34,8,3,7.961571488529444,5.277916149236262,73,47,7,7.20040250197053,Midfielder,1
2021/2022,Jack Harrison,Leeds,2660,35,8,1,5.154695501551032,3.4489700738340616,43,42,8,5.154695501551032,Midfielder,0
2021/2022,Conor Gallagher,Crystal Palace,2863,34,8,3,7.672960817813873,4.143168058246374,52,39,8,7.672960817813873,Midfielder,0
2021/2022,Danny Ings,Aston Villa,1920,30,7,6,6.846661906689405,1.4444685094058514,49,15,6,6.085492890328169,Midfielder,0
2021/2022,Rodri,Manchester City,2901,33,7,2,2.718254609964788,1.552179705351591,45,27,7,2.718254609964788,Midfielder,0
2021/2022,Martin Odegaard,Arsenal,2803,36,7,4,4.223581701517105,6.601951729506254,53,75,7,4.223581701517105,Midfielder,0
2021/2022,Yoane Wissa,Brentford,1230,30,7,1,3.4018343733623624,0.6705948002636433,32,9,7,3.4018343733623624,Forward,1
2021/2022,Che Adams,Southampton,2039,30,7,3,8.289287440478802,2.845940789207816,49,25,7,8.289287440478802,Midfielder,0
2021/2022,Danny Welbeck,Brighton,1464,25,6,1,8.285231601446867,0.8949581095948815,43,17,6,8.285231601446867,Forward,1
2021/2022,Jorginho,Chelsea,2285,29,6,2,5.913266050629318,2.892731610685587,16,27,0,0.5850790916010737,Midfielder,0
2021/2022,Pablo Fornals,West Ham,2805,36,6,3,5.137447626329958,5.967042115516961,44,47,6,5.137447626329958,Midfielder,0
2021/2022,Rodrigo,Leeds,2280,31,6,1,5.610643168911338,3.645213108509779,48,39,5,4.849474174901843,Midfielder,0
2021/2022,Christian Pulisic,Chelsea,1276,22,6,2,6.095077484846115,1.2932879086583853,28,15,6,6.095077484846115,Midfielder,0
2021/2022,Odsonne Edouard,Crystal Palace,1579,28,6,4,6.533581294119358,2.171932205557823,40,21,5,5.772417314350605,Midfielder,0
2021/2022,Raúl Jiménez,Wolverhampton Wanderers,2651,34,6,4,7.0713795982301235,3.394018276594579,57,38,5,6.310211572796106,Midfielder,0
2020/2021,Harry Kane,Tottenham,3097,35,23,14,22.174864932894707,7.57709795050323,138,49,19,19.130178958177567,Midfielder,0
2020/2021,Mohamed Salah,Liverpool,3085,37,22,5,20.250850511714816,6.528527559712529,126,55,16,15.683834107592702,Midfielder,1
2020/2021,Bruno Fernandes,Manchester United,3117,37,18,12,16.019450719468296,11.474997889250517,121,95,9,8.407837779261172,Midfielder,0
2020/2021,Son Heung-Min,Tottenham,3139,37,17,10,11.023286264389753,9.51299634668976,68,75,16,10.26211767271161,Midfielder,0
2020/2021,Patrick Bamford,Leeds,3085,38,17,7,18.40186234563589,3.782248348928988,107,30,15,16.879525646567345,Forward,0
2020/2021,Dominic Calvert-Lewin,Everton,2878,33,16,0,18.210516868159175,2.1018170565366745,83,18,16,18.210516868159175,Forward,0
2020/2021,Jamie Vardy,Leicester,2848,34,15,9,19.942946769297123,5.08788326010108,82,28,7,13.09242221340537,Midfielder,0
2020/2021,Ollie Watkins,Aston Villa,3330,37,14,5,16.280176680535078,5.314029790461063,98,45,13,14.75783659145236,Forward,1
2020/2021,Ilkay Gündogan,Manchester City,2033,28,13,2,9.566889390349388,3.8162214383482933,54,42,12,8.044548198580742,Midfielder,0
2020/2021,Alexandre Lacazette,Arsenal,1939,31,13,2,12.02891095355153,2.2092133089900017,45,22,10,9.745402950793505,Midfielder,0
2020/2021,Callum Wilson,Newcastle United,2079,26,12,5,13.590087059885263,3.046299707144499,49,17,8,10.545412976294756,Forward,0
2020/2021,Kelechi Iheanacho,Leicester,1452,25,12,2,9.048603574745357,3.5340976137667894,59,28,12,8.287429581396282,Midfielder,0
2020/2021,Danny Ings,Southampton,2200,29,12,4,8.276573972776532,2.3112313207238913,57,22,10,6.7542363833636045,Midfielder,0
2020/2021,Chris Wood,Burnley,2765,33,12,3,12.954142516478896,2.038118289783597,70,23,10,11.431802516803145,Forward,1
2020/2021,Wilfried Zaha,Crystal Palace,2615,30,11,2,8.804446421563625,3.7028177306056023,60,30,9,7.282108388841152,Midfielder,0
2020/2021,Marcus Rashford,Manchester United,2941,37,11,9,9.579708877950907,4.185123202390969,79,44,11,9.579708877950907,Midfielder,0
2020/2021,Sadio Mané,Liverpool,2805,35,11,7,14.828551573678851,7.787754092365503,94,61,11,14.828551573678851,Midfielder,0
2020/2021,Gareth Bale,Tottenham,909,20,11,2,5.797856383025646,1.842241832986474,38,21,11,5.797856383025646,Midfielder,0
2020/2021,Matheus Pereira,West Bromwich Albion,2594,33,11,6,6.948313331231475,6.355541097000241,65,58,7,3.9036400113254786,Midfielder,0
2020/2021,Pierre-Emerick Aubameyang,Arsenal,2333,29,10,3,10.450049884617329,2.4313496705144644,57,22,8,8.92772065103054,Midfielder,0
2020/2021,Michail Antonio,West Ham,1993,26,10,5,14.138836644589901,3.194422224536538,63,27,10,14.138836644589901,Midfielder,0
2020/2021,Christian Benteke,Crystal Palace,1824,30,10,1,7.457400366663933,0.6976268962025642,71,15,10,7.457400366663933,Midfielder,0
2020/2021,Raheem Sterling,Manchester City,2539,31,10,7,12.050680804997683,6.628709137439728,70,39,10,11.28951171785593,Midfielder,0
2020/2021,Edinson Cavani,Manchester United,1355,26,10,3,8.603237739764154,2.3172431979328394,34,14,10,8.603237739764154,Midfielder,0
2020/2021,Anwar El Ghazi,Aston Villa,1612,28,10,0,9.037513121031225,1.882866207510233,64,26,6,5.9928371934220195,Midfielder,0
2020/2021,Nicolas Pepe,Arsenal,1602,29,10,1,6.000205853953958,1.0121595980599523,47,11,9,5.23903716634959,Midfielder,0
2020/2021,Tomas Soucek,West Ham,3420,38,10,1,8.98297917842865,2.444754745811224,64,18,10,8.98297917842865,Midfielder,0
2020/2021,Roberto Firmino,Liverpool,2882,36,9,7,12.860216487199068,6.116864521056414,83,44,9,12.860216487199068,Midfielder,0
2020/2021,Jesse Lingard,West Ham,1434,16,9,4,5.249173816293478,2.329291282221675,42,18,8,3.7268305122852325,Midfielder,0
2020/2021,Riyad Mahrez,Manchester City,1961,27,9,6,6.232445145025849,6.086521776393056,58,45,9,6.232445145025849,Midfielder,0
2020/2021,Gabriel Jesus,Manchester City,2053,29,9,4,9.653350956737995,3.549695127643645,55,31,9,9.653350956737995,Midfielder,0
2020/2021,Phil Foden,Manchester City,1606,28,9,5,6.083392720669508,4.749280586838722,45,36,9,6.083392720669508,Midfielder,0
2020/2021,Harvey Barnes,Leicester,1954,25,9,4,6.697317669168115,1.7716885916888714,56,26,9,6.697317669168115,Midfielder,0
2020/2021,Diogo Jota,Liverpool,1114,19,9,0,7.057722978293896,1.7625195607542992,46,12,9,7.057722978293896,Midfielder,0
2020/2021,Che Adams,Southampton,2685,36,9,5,12.118733704090118,5.227753119543195,55,37,9,12.118733704090118,Midfielder,0
2020/2021,James Ward-Prowse,Southampton,3420,38,8,7,5.442037345841527,4.070980126038194,43,60,5,2.3973618019372225,Midfielder,1
2020/2021,Jarrod Bowen,West Ham,2599,38,8,5,7.988896971568465,5.229475359432399,55,29,8,7.988896971568465,Forward,1
2020/2021,Neal Maupay,Brighton,2526,33,8,2,13.77353422343731,4.277407944202423,71,32,5,10.728933367878199,Midfielder,0
2020/2021,Joe Willock,"Arsenal,Newcastle United",1215,21,8,0,5.088086500763893,0.733700979501009,23,10,8,4.326921537518501,Midfielder,0
2020/2021,James Maddison,Leicester,2123,31,8,5,3.8275705073028803,5.386723550967872,75,50,8,3.8275705073028803,Midfielder,0
2020/2021,David McGoldrick,Sheffield United,2409,35,8,1,7.605752557516098,1.1166191883385181,71,17,8,7.605752557516098,Midfielder,0
2020/2021,Stuart Dallas,Leeds,3412,38,8,2,4.457073759287596,2.084682686254382,48,26,8,4.457073759287596,Midfielder,0
2020/2021,Jack Harrison,Leeds,2871,36,8,8,6.254035193473101,7.523063641041517,46,59,8,6.254035193473101,Midfielder,0
2020/2021,Bertrand Traoré,Aston Villa,2362,36,7,6,6.304104885086417,4.570988927036524,64,35,7,6.304104885086417,Midfielder,0
2020/2021,Jorginho,Chelsea,2022,28,7,1,6.972690639086068,1.9548698784783483,14,24,0,0.12224530149251223,Midfielder,0
2020/2021,Rodrigo,Leeds,1285,26,7,2,5.755638722330332,3.200528811663389,46,31,7,5.755638722330332,Midfielder,0
2020/2021,Richarlison,Everton,2883,34,7,3,10.670258212834597,3.3947635404765606,81,25,6,9.90908919647336,Midfielder,0
2020/2021,Ferrán Torres,Manchester City,1305,24,7,2,5.728712034411728,2.2024257499724627,36,18,7,5.728712034411728,Midfielder,0
2020/2021,Mason Greenwood,Manchester United,1825,31,7,2,6.975751496851444,2.427899083122611,67,14,7,6.975751496851444,Midfielder,0
2020/2021,Timo Werner,Chelsea,2605,35,6,8,13.432795317843556,6.667280228808522,80,36,6,13.432795317843556,Midfielder,0
2019/2020,Jamie Vardy,Leicester,3034,35,23,5,18.903520427644253,6.368295930325985,89,32,19,15.097683936357498,Midfielder,0
2019/2020,Pierre-Emerick Aubameyang,Arsenal,3143,36,22,3,16.352621614933014,4.492486532777548,93,26,20,14.830358684062958,Midfielder,0
2019/2020,Danny Ings,Southampton,2836,38,22,2,15.659720553085208,2.849086041562259,93,35,21,14.137382855638862,Midfielder,0
2019/2020,Raheem Sterling,Manchester City,2678,33,20,1,19.799912065267563,7.208590239286423,100,48,20,18.277569144964218,Midfielder,0
2019/2020,Mohamed Salah,Liverpool,2904,34,19,10,20.66332234814763,8.726041685789824,132,60,16,18.379813332110643,Midfielder,1
2019/2020,Harry Kane,Tottenham,2595,29,18,2,13.297059614676982,3.1170066092163324,82,27,16,11.774761584121734,Midfielder,0
2019/2020,Sadio Mané,Liverpool,2761,35,18,7,14.577481213957071,7.235698115080595,77,59,18,14.577481213957071,Midfielder,0
2019/2020,Anthony Martial,Manchester United,2672,32,17,6,13.240488132461905,4.618775302544236,80,30,17,12.479318222030997,Midfielder,0
2019/2020,Marcus Rashford,Manchester United,2673,31,17,7,19.503727892413735,5.457172006368637,95,33,11,13.414411062374711,Midfielder,0
2019/2020,Raúl Jiménez,Wolverhampton Wanderers,3269,38,17,6,16.510803668759763,7.226944707334042,117,48,13,13.466126619838178,Midfielder,0
2019/2020,Sergio Agüero,Manchester City,1462,24,16,3,15.557497031986713,2.920210164040327,76,19,14,13.274028159677982,Midfielder,0
2019/2020,Tammy Abraham,Chelsea,2233,34,15,3,18.08280211687088,2.9130469039082527,88,21,15,18.08280211687088,Midfielder,0
2019/2020,Kevin De Bruyne,Manchester City,2818,35,14,20,8.106427356600761,20.620712891221046,100,133,12,6.5840903371572495,Midfielder,0
2019/2020,Chris Wood,Burnley,2462,32,14,1,17.226178102195263,1.470995786599815,65,22,13,16.465013168752193,Forward,1
2019/2020,Gabriel Jesus,Manchester City,2022,34,14,7,21.01520355977118,3.5988585241138935,101,32,14,20.254034588113427,Midfielder,0
2019/2020,Dominic Calvert-Lewin,Everton,2639,36,13,1,16.109829664230347,1.3362244945019484,85,15,13,16.109829664230347,Forward,0
2019/2020,Richarlison,Everton,3100,36,13,3,9.84296602755785,6.668139893561602,89,34,13,9.84296602755785,Midfielder,0
2019/2020,Son Heung-Min,Tottenham,2511,30,11,10,9.70170281920582,6.721725411713123,81,41,11,8.940532908774912,Midfielder,0
2019/2020,Riyad Mahrez,Manchester City,1938,33,11,9,8.649655694141984,11.059849355369806,74,60,10,7.888486390933394,Midfielder,0
2019/2020,Teemu Pukki,Norwich,2908,36,11,3,11.524341631680727,3.6190149765461683,80,30,9,10.002006579190493,Midfielder,0
2019/2020,Michail Antonio,West Ham,1767,24,10,3,13.249557899311185,3.921496020630002,68,26,9,12.488387929275632,Midfielder,0
2019/2020,Troy Deeney,Watford,2253,27,10,2,11.589199660345912,3.7357018003240228,45,29,5,7.022190598770976,Midfielder,0
2019/2020,Alexandre Lacazette,Arsenal,1890,30,10,4,8.664644362404943,3.342292783781886,52,24,10,8.664644362404943,Midfielder,0
2019/2020,Neal Maupay,Brighton,2782,37,10,3,13.558547105640173,2.5061313090845942,96,25,9,12.0362094566226,Midfielder,0
2019/2020,Mason Greenwood,Manchester United,1304,31,10,1,3.3878568075597286,1.4115078235045075,39,14,10,3.3878568075597286,Midfielder,0
2019/2020,Roberto Firmino,Liverpool,3035,38,9,8,16.686226904392242,7.346652261912823,98,52,9,16.686226904392242,Midfielder,0
2019/2020,Jordan Ayew,Crystal Palace,3196,37,9,2,7.676178464666009,2.864643355831504,58,30,9,7.676178464666009,Midfielder,0
2019/2020,Willian,Chelsea,2609,36,9,7,8.1353350430727,8.679425723850727,71,76,5,5.09066017717123,Midfielder,0
2019/2020,Christian Pulisic,Chelsea,1738,25,9,4,8.925187893211842,4.296079449355602,63,30,9,8.925187893211842,Midfielder,0
2019/2020,Callum Wilson,Bournemouth,2916,35,8,1,9.842872485518456,3.349535880610347,53,30,8,9.842872485518456,Forward,0
2019/2020,Olivier Giroud,Chelsea,1015,18,8,0,7.400898335501552,1.3883673138916492,39,8,8,7.400898335501552,Midfielder,0
2019/2020,Dele Alli,Tottenham,1862,25,8,4,7.915487986057997,3.4838611409068108,42,23,7,7.154318999499083,Midfielder,0
2019/2020,Jack Grealish,Aston Villa,3235,36,8,6,6.844703515991569,7.637995069846511,73,92,8,6.083534499630332,Midfielder,0
2019/2020,Ayoze Pérez,Leicester,2045,33,8,4,6.557799419388175,4.091642318293452,47,28,7,5.796633398160338,Midfielder,0
2019/2020,Jay Rodriguez,Burnley,1987,36,8,1,8.956886642612517,0.7683106064796448,67,6,7,8.195717656053603,Midfielder,0
2019/2020,Bruno Fernandes,Manchester United,1211,14,8,7,5.98607742600143,2.7549998983740807,44,30,4,2.9414413776248693,Midfielder,0
2019/2020,Harry Wilson,Bournemouth,1672,31,7,0,4.164999137632549,2.217742595821619,56,14,7,4.164999137632549,Midfielder,0
2019/2020,Sébastien Haller,West Ham,2248,32,7,1,8.484900137409568,2.34311880171299,57,24,7,8.484900137409568,Midfielder,0
2019/2020,Diogo Jota,Wolverhampton Wanderers,2329,34,7,1,12.017677284777164,2.642562847584486,69,29,7,12.017677284777164,Midfielder,0
2019/2020,Mason Mount,Chelsea,2894,37,7,5,7.497828083112836,5.258457243442535,78,52,7,7.497828083112836,Midfielder,0
2019/2020,Joshua King,Bournemouth,2033,26,6,4,6.534089034423232,4.133097622543573,26,30,3,4.250656159594655,Midfielder,0
2019/2020,Jonjo Shelvey,Newcastle United,2136,26,6,2,2.24221299123019,4.141613911837339,45,44,6,2.24221299123019,Midfielder,0
2019/2020,Oliver McBurnie,Sheffield United,2123,36,6,0,8.068318895995617,1.135003101080656,50,10,6,8.068318895995617,Midfielder,0
2019/2020,Lys Mousset,Sheffield United,1220,30,6,4,6.072984084486961,3.6121045984327793,37,12,6,6.072984084486961,Midfielder,0
2019/2020,Bernardo Silva,Manchester City,2020,34,6,7,7.420338202267885,6.312828056514263,52,51,6,7.420338202267885,Midfielder,0
2019/2020,Ashley Barnes,Burnley,1386,19,6,0,6.516932616010308,0.30882069282233715,40,5,5,5.755763599649072,Forward,1
2019/2020,Harvey Barnes,Leicester,2094,36,6,8,8.480616264045238,4.085434114560485,61,35,6,8.480616264045238,Midfielder,0
2019/2020,James Maddison,Leicester,2632,31,6,3,5.0217751413583755,5.76851593144238,74,79,6,5.0217751413583755,Midfielder,0
2019/2020,Todd Cantwell,Norwich,2528,37,6,2,5.675050851888955,2.318531099706888,42,36,6,5.675050851888955,Midfielder,0
2019/2020,Trézéguet,Aston Villa,1955,34,6,1,5.345048896037042,0.958256809040904,50,21,6,5.345048896037042,Midfielder,0
2018/2019,Pierre-Emerick Aubameyang,Arsenal,2740,36,22,5,23.549973130226135,4.9898480754345655,94,33,18,19.744131192564964,Midfielder,0
2018/2019,Sadio Mané,Liverpool,3100,36,22,1,16.76279866695404,5.123735151253641,87,45,22,16.76279866695404,Midfielder,0
2018/2019,Mohamed Salah,Liverpool,3274,38,22,8,21.792449351400137,10.468590896576643,137,68,19,19.50894832238555,Midfielder,1
2018/2019,Sergio Agüero,Manchester City,2515,33,21,8,19.949161492288113,5.22924355044961,118,34,19,18.42682258039713,Midfielder,0
2018/2019,Jamie Vardy,Leicester,2740,34,18,4,19.115979686379433,5.1373315351083875,79,32,14,15.310135943815112,Midfielder,0
2018/2019,Raheem Sterling,Manchester City,2788,34,17,10,15.90765044093132,10.792032338678837,77,66,17,15.90765044093132,Midfielder,0
2018/2019,Harry Kane,Tottenham,2437,28,17,4,16.12239329330623,4.562664708122611,102,30,13,13.077754897996783,Midfielder,0
